sensor_value,timestamp_hour,rolling_mean_1h,z_score,is_anomaly,zone_id
43.36,5.58,43.97,-0.163,False,9
45.3,5.67,44.11,0.314,False,9
41.4,5.75,44.14,-0.726,False,9
48.03,5.83,44.63,0.88,False,9
42.89,5.92,44.01,-0.324,False,9
39.58,6.0,44.1,-1.365,False,9
42.5,6.08,44.01,-0.451,False,9
41.23,6.17,43.57,-0.702,False,9
39.46,6.25,43.0,-1.039,False,9
231.83,6.33,58.12,3.172,True,9
33.77,6.42,57.4,-0.429,False,9
40.81,6.5,57.51,-0.304,False,9
35.99,6.58,56.9,-0.379,False,9
47.72,6.67,57.1,-0.17,False,9
41.91,6.75,57.14,-0.276,False,9
35.98,6.83,56.14,-0.364,False,9
43.87,6.92,56.22,-0.223,False,9
2.48,7.0,53.13,-0.882,True,9
44.59,7.08,53.3,-0.152,False,9
46.3,7.17,53.72,-0.13,False,9
41.18,7.25,53.87,-0.221,False,9
35.12,7.33,37.48,-0.197,False,9
31.54,7.42,37.29,-0.478,False,9
41.33,7.5,37.33,0.332,False,9
34.84,7.58,37.24,-0.199,False,9
38.3,7.67,36.45,0.159,False,9
43.14,7.75,36.56,0.565,False,9
33.85,7.83,36.38,-0.216,False,9
37.17,7.92,35.82,0.118,False,9
42.63,8.0,39.17,0.737,False,9
37.93,8.08,38.61,-0.155,False,9
32.77,8.17,37.48,-1.194,False,9
37.84,8.25,37.21,0.168,False,9
36.66,8.33,37.33,-0.18,False,9
40.9,8.42,38.11,0.828,False,9
32.62,8.5,37.39,-1.346,False,9
41.84,8.58,37.97,1.058,False,9
38.2,8.67,37.96,0.065,False,9
36.09,8.75,37.38,-0.39,False,9
35.02,8.83,37.47,-0.767,False,9
40.03,8.92,37.71,0.707,False,9
32.43,9.0,36.86,-1.379,False,9
36.43,9.08,36.74,-0.096,False,9
34.2,9.17,36.86,-0.867,False,9
41.44,9.25,37.16,1.289,False,9
38.73,9.33,37.33,0.419,False,9
34.65,9.42,36.81,-0.667,False,9
33.48,9.5,36.88,-1.083,False,9
27.98,9.58,35.73,-2.119,False,9
35.02,9.67,35.46,-0.124,False,9
30.03,9.75,34.96,-1.266,False,9
36.77,9.83,35.1,0.424,False,9
29.99,9.92,34.26,-1.11,False,9
37.44,10.0,34.68,0.706,False,9
32.22,10.08,34.33,-0.539,False,9
152.51,10.17,44.19,3.155,True,9
32.53,10.25,43.45,-0.316,False,9
34.39,10.33,43.08,-0.251,False,9
34.82,10.42,43.1,-0.239,False,9
30.15,10.5,42.82,-0.366,False,9
36.27,10.58,43.51,-0.21,False,9
26.72,10.67,42.82,-0.464,False,9
27.89,10.75,42.64,-0.424,False,9
37.4,10.83,42.69,-0.152,False,9
30.4,10.92,42.73,-0.355,False,9
34.98,11.0,42.52,-0.217,False,9
1.75,11.08,39.98,-1.043,True,9
32.86,11.17,30.01,0.3,False,9
38.65,11.25,30.52,0.83,False,9
31.04,11.33,30.24,0.082,False,9
31.58,11.42,29.97,0.167,False,9
35.26,11.5,30.4,0.499,False,9
34.61,11.58,30.26,0.45,False,9
38.72,11.67,31.26,0.755,False,9
0.95,11.75,29.02,-2.123,True,9
28.69,11.83,28.29,0.03,False,9
198.54,11.92,42.3,3.071,True,9
36.5,12.0,42.43,-0.117,False,9
41.67,12.08,45.76,-0.083,False,9
36.42,12.17,46.05,-0.196,False,9
38.13,12.25,46.01,-0.16,False,9
32.93,12.33,46.17,-0.27,False,9
30.33,12.42,46.06,-0.32,False,9
32.64,12.5,45.84,-0.268,False,9
40.12,12.58,46.3,-0.126,False,9
33.03,12.67,45.83,-0.26,False,9
36.04,12.75,48.75,-0.269,False,9
34.18,12.83,49.21,-0.319,False,9
34.66,12.92,35.55,-0.273,False,9
27.21,13.0,34.78,-1.87,False,9
33.46,13.08,34.1,-0.185,False,9
35.24,13.17,34.0,0.371,False,9
36.55,13.25,33.87,0.835,False,9
26.77,13.33,33.35,-1.724,False,9
42.32,13.42,34.35,1.784,False,9
38.0,13.5,34.8,0.705,False,9
25.3,13.58,33.56,-1.665,False,9
32.15,13.67,33.49,-0.269,False,9
30.86,13.75,33.06,-0.444,False,9
30.28,13.83,32.73,-0.489,False,9
1.93,13.92,30.01,-2.768,True,9
34.68,14.0,30.63,0.397,False,9
36.57,14.08,30.89,0.551,False,9
39.81,14.17,31.27,0.809,False,9
34.87,14.25,31.13,0.356,False,9
29.07,14.33,31.32,-0.215,False,9
28.6,14.42,30.18,-0.16,False,9
33.42,14.5,29.79,0.378,False,9
35.84,14.58,30.67,0.536,False,9
28.59,14.67,30.38,-0.185,False,9
31.61,14.75,30.44,0.121,False,9
34.14,14.83,30.76,0.348,False,9
32.64,14.92,33.32,-0.197,False,9
34.91,15.0,33.34,0.455,False,9
33.4,15.08,33.07,0.098,False,9
36.48,15.17,32.8,1.327,False,9
31.67,15.25,32.53,-0.318,False,9
41.1,15.33,33.53,2.198,False,9
37.21,15.42,34.25,0.923,False,9
29.71,15.5,33.94,-1.222,False,9
33.51,15.58,33.75,-0.069,False,9
31.22,15.67,33.97,-0.879,False,9
30.78,15.75,33.9,-0.977,False,9
28.76,15.83,33.45,-1.334,False,9
29.29,15.92,33.17,-1.046,False,9
24.8,16.0,32.33,-1.722,False,9
34.01,16.08,32.38,0.371,False,9
37.88,16.17,32.49,1.191,False,9
35.27,16.25,32.79,0.539,False,9
31.24,16.33,31.97,-0.194,False,9
34.93,16.42,31.78,0.891,False,9
36.0,16.5,32.31,1.008,False,9
32.39,16.58,32.21,0.049,False,9
36.51,16.67,32.65,1.008,False,9
34.47,16.75,32.96,0.396,False,9
32.62,16.83,33.28,-0.184,False,9
33.17,16.92,33.61,-0.131,False,9
33.31,17.0,34.32,-0.525,False,9
37.95,17.08,34.65,1.522,False,9
31.95,17.17,34.15,-1.077,False,9
33.56,17.25,34.01,-0.224,False,9
28.36,17.33,33.77,-2.171,False,9
31.1,17.42,33.45,-0.912,False,9
29.66,17.5,32.92,-1.231,False,9
33.61,17.58,33.02,0.222,False,9
32.16,17.67,32.66,-0.207,False,9
27.52,17.75,32.08,-1.656,False,9
34.98,17.83,32.28,0.939,False,9
33.37,17.92,32.3,0.373,False,9
29.61,18.0,31.99,-0.802,False,9
32.33,18.08,31.52,0.352,False,9
32.88,18.17,31.6,0.551,False,9
31.26,18.25,31.4,-0.063,False,9
26.73,18.33,31.27,-1.82,False,9
31.71,18.42,31.32,0.158,False,9
31.65,18.5,31.49,0.068,False,9
33.87,18.58,31.51,0.961,False,9
33.93,18.67,31.66,0.891,False,9
23.64,18.75,31.33,-2.352,False,9
33.8,18.83,31.23,0.81,False,9
26.99,18.92,30.7,-1.122,False,9
32.31,19.0,30.93,0.416,False,9
34.68,19.08,31.12,1.023,False,9
39.3,19.17,31.66,1.824,False,9
25.08,19.25,31.14,-1.316,False,9
50.18,20.0,50.18,0.0,False,10
3.75,20.08,26.96,-0.707,True,10
44.82,20.17,32.92,0.469,False,10
47.32,20.25,36.52,0.492,False,10
48.11,20.33,38.83,0.47,False,10
51.48,20.42,40.94,0.574,False,10
48.69,20.5,42.05,0.39,False,10
42.57,20.58,42.11,0.029,False,10
48.77,20.67,42.85,0.397,False,10
52.2,20.75,43.79,0.586,False,10
54.91,20.83,44.8,0.72,False,10
50.26,20.92,45.25,0.371,False,10
44.19,21.0,44.76,-0.043,False,10
52.9,21.08,48.85,1.084,False,10
49.73,21.17,49.26,0.133,False,10
48.45,21.25,49.36,-0.261,False,10
55.64,21.33,49.98,1.456,False,10
47.73,21.42,49.67,-0.496,False,10
54.16,21.5,50.13,0.984,False,10
52.52,21.58,50.96,0.465,False,10
52.39,21.67,51.26,0.342,False,10
56.18,21.75,51.59,1.273,False,10
51.55,21.83,51.31,0.069,False,10
61.43,21.92,52.24,2.044,False,10
1.08,22.0,48.65,-3.082,True,10
43.98,22.08,47.9,-0.254,False,10
58.55,22.17,48.64,0.63,False,10
50.35,22.25,48.8,0.099,False,10
52.37,22.33,48.53,0.246,False,10
55.71,22.42,49.19,0.414,False,10
52.9,22.5,49.09,0.242,False,10
52.23,22.58,49.06,0.201,False,10
49.81,22.67,48.85,0.061,False,10
65.66,22.75,49.64,0.982,False,10
54.66,22.83,49.89,0.291,False,10
49.05,22.92,48.86,0.012,False,10
56.95,23.0,53.52,0.628,False,10
53.07,23.08,54.28,-0.263,False,10
59.92,23.17,54.39,1.173,False,10
60.42,23.25,55.23,1.076,False,10
60.2,23.33,55.88,0.874,False,10
49.53,23.42,55.37,-1.108,False,10
57.19,23.5,55.72,0.281,False,10
55.02,23.58,55.96,-0.183,False,10
57.43,23.67,56.59,0.176,False,10
62.0,23.75,56.29,1.362,False,10
63.04,23.83,56.99,1.322,False,10
50.2,23.92,57.08,-1.562,False,10
63.76,0.0,57.65,1.271,False,10
59.9,0.08,58.22,0.364,False,10
59.33,0.17,58.17,0.252,False,10
59.22,0.25,58.07,0.253,False,10
58.21,0.33,57.9,0.069,False,10
55.29,0.42,58.38,-0.816,False,10
59.61,0.5,58.58,0.272,False,10
61.03,0.58,59.09,0.531,False,10
63.74,0.67,59.61,1.072,False,10
62.5,0.75,59.65,0.732,False,10
63.95,0.83,59.73,1.065,False,10
60.82,0.92,60.61,0.08,False,10
62.13,1.0,60.48,0.676,False,10
64.12,1.08,60.83,1.239,False,10
290.51,1.17,80.1,3.173,True,10
59.91,1.25,80.15,-0.305,False,10
61.69,1.33,80.44,-0.283,False,10
67.07,1.42,81.42,-0.218,False,10
65.35,1.5,81.9,-0.252,False,10
58.59,1.58,81.7,-0.351,False,10
50.85,1.67,80.62,-0.45,False,10
53.67,1.75,79.89,-0.394,False,10
55.41,1.83,79.18,-0.356,False,10
66.03,1.92,79.61,-0.204,False,10
63.07,2.0,79.69,-0.25,False,10
68.34,2.08,80.04,-0.176,False,10
68.64,2.17,61.55,1.191,False,10
59.79,2.25,61.54,-0.294,False,10
225.14,2.33,75.16,3.15,True,10
66.67,2.42,75.13,-0.178,False,10
63.13,2.5,74.94,-0.248,False,10
58.17,2.58,74.91,-0.351,False,10
63.55,2.67,75.97,-0.263,False,10
60.06,2.75,76.5,-0.35,False,10
66.93,2.83,77.46,-0.226,False,10
65.41,2.92,77.41,-0.257,False,10
60.74,3.0,77.21,-0.353,False,10
60.19,3.08,76.53,-0.348,False,10
64.41,3.17,76.18,-0.25,False,10
60.33,3.25,76.23,-0.338,False,10
62.71,3.33,62.69,0.008,False,10
69.86,3.42,62.96,2.065,False,10
55.36,3.5,62.31,-1.741,False,10
61.99,3.58,62.63,-0.169,False,10
63.34,3.67,62.61,0.194,False,10
58.1,3.75,62.45,-1.105,False,10
54.13,3.83,61.38,-1.675,False,10
5.37,3.92,56.38,-3.075,True,10
57.18,4.0,56.08,0.066,False,10
60.18,4.08,56.08,0.248,False,10
469.14,4.17,89.81,3.146,True,10
61.8,4.25,89.93,-0.233,False,10
59.2,4.33,89.64,-0.252,False,10
52.87,4.42,88.22,-0.292,False,10
55.41,4.5,88.23,-0.271,False,10
56.55,4.58,87.77,-0.258,False,10
58.52,4.67,87.37,-0.238,False,10
64.47,4.75,87.9,-0.194,False,10
57.33,4.83,88.17,-0.255,False,10
2.56,4.92,87.93,-0.705,True,10
61.43,5.0,88.29,-0.222,False,10
55.52,5.08,87.9,-0.267,False,10
62.22,5.17,53.99,0.498,False,10
63.8,5.25,54.16,0.58,False,10
56.43,5.33,53.93,0.151,False,10
54.75,5.42,54.08,0.04,False,10
59.75,5.5,54.44,0.319,False,10
60.59,5.58,54.78,0.347,False,10
61.61,5.67,55.04,0.39,False,10
62.47,5.75,54.87,0.454,False,10
53.28,5.83,54.53,-0.075,False,10
56.29,5.92,59.01,-0.768,False,10
59.81,6.0,58.88,0.27,False,10
55.37,6.08,58.87,-1.001,False,10
61.89,6.17,58.84,0.883,False,10
55.88,6.25,58.18,-0.725,False,10
54.56,6.33,58.02,-1.047,False,10
57.46,6.42,58.25,-0.25,False,10
56.78,6.5,58.0,-0.388,False,10
55.06,6.58,57.54,-0.794,False,10
64.32,6.67,57.77,1.861,False,10
46.0,6.75,56.39,-2.271,False,10
433.19,6.83,88.05,3.173,True,10
62.7,6.92,88.59,-0.238,False,10
53.64,7.0,88.07,-0.316,False,10
56.42,7.08,88.16,-0.292,False,10
2.36,7.17,83.2,-0.726,True,10
55.9,7.25,83.2,-0.245,False,10
54.49,7.33,83.19,-0.258,False,10
54.5,7.42,82.95,-0.255,False,10
60.18,7.5,83.23,-0.207,False,10
62.95,7.58,83.89,-0.188,False,10
54.83,7.67,83.1,-0.254,False,10
45.92,7.75,83.09,-0.334,False,10
57.75,7.83,51.8,0.366,False,10
45.82,7.92,50.4,-0.288,False,10
48.72,8.0,49.99,-0.08,False,10
53.32,8.08,49.73,0.227,False,10
49.55,8.17,53.66,-0.767,False,10
55.28,8.25,53.61,0.312,False,10
53.08,8.33,53.49,-0.077,False,10
46.61,8.42,52.83,-1.097,False,10
49.33,8.5,51.93,-0.495,False,10
57.85,8.58,51.5,1.438,False,10
50.07,8.67,51.11,-0.242,False,10
45.05,8.75,51.04,-1.36,False,10
55.83,8.83,50.88,1.191,False,10
53.4,8.92,51.51,0.486,False,10
54.7,9.0,52.01,0.694,False,10
51.4,9.08,51.85,-0.117,False,10
57.38,9.17,52.5,1.192,False,10
48.75,9.25,51.95,-0.776,False,10
47.24,9.33,51.47,-0.978,False,10
51.01,9.42,51.84,-0.203,False,10
46.04,9.5,51.56,-1.272,False,10
51.41,9.58,51.02,0.099,False,10
53.43,9.67,51.3,0.544,False,10
55.8,9.75,52.2,1.011,False,10
50.86,9.83,51.79,-0.273,False,10
40.86,9.92,50.74,-2.163,False,10
53.49,10.0,50.64,0.635,False,10
51.91,10.08,50.68,0.274,False,10
48.77,10.17,49.96,-0.3,False,10
44.8,10.25,49.63,-1.136,False,10
52.31,10.33,50.06,0.531,False,10
43.2,10.42,49.41,-1.331,False,10
54.68,10.5,50.13,0.957,False,10
49.78,10.58,49.99,-0.045,False,10
45.85,10.67,49.36,-0.738,False,10
54.24,10.75,49.23,1.095,False,10
58.69,10.83,49.88,1.654,False,10
50.72,10.92,50.7,0.003,False,10
46.01,11.0,50.08,-0.885,False,10
41.99,11.08,49.25,-1.422,False,10
52.08,11.17,49.53,0.494,False,10
52.78,11.25,50.19,0.516,False,10
41.36,11.33,49.28,-1.424,False,10
50.02,11.42,49.85,0.033,False,10
49.61,11.5,49.43,0.036,False,10
48.46,11.58,49.32,-0.171,False,10
51.03,11.67,49.75,0.262,False,10
48.66,11.75,49.29,-0.133,False,10
43.9,11.83,48.05,-1.074,False,10
42.16,11.92,47.34,-1.261,False,10
40.75,12.0,46.9,-1.36,False,10
51.29,12.08,47.68,0.821,False,10
47.68,12.17,47.31,0.089,False,10
44.16,12.25,46.59,-0.625,False,10
50.74,12.33,47.37,0.915,False,10
46.22,12.42,47.06,-0.232,False,10
47.45,12.5,46.88,0.164,False,10
55.03,12.58,47.42,1.806,False,10
52.58,12.67,47.55,1.154,False,10
50.17,12.75,47.68,0.565,False,10
56.58,12.83,48.73,1.596,False,10
54.61,12.92,49.77,1.026,False,10
54.16,13.0,50.89,0.841,False,10
51.68,13.08,50.92,0.195,False,10
54.53,13.17,51.49,0.782,False,10
48.97,13.25,51.89,-0.898,False,10
53.51,13.33,52.12,0.424,False,10
50.32,13.42,52.47,-0.775,False,10
43.77,13.5,52.16,-2.408,False,10
46.21,13.58,51.42,-1.392,False,10
52.57,13.67,51.42,0.306,False,10
43.7,13.75,50.88,-1.649,False,10
51.02,13.83,50.42,0.151,False,10
41.28,13.92,49.31,-1.776,False,10
47.11,14.0,48.72,-0.376,False,10
47.67,14.08,48.39,-0.172,False,10
44.49,14.17,47.55,-0.796,False,10
45.81,14.25,47.29,-0.384,False,10
47.87,14.0,47.87,0.0,False,11
56.18,14.08,52.02,0.707,False,11
50.75,14.17,51.6,-0.201,False,11
49.84,14.25,51.16,-0.37,False,11
48.59,14.33,50.65,-0.625,False,11
53.9,14.42,51.19,0.839,False,11
55.18,14.5,51.76,1.033,False,11
57.39,14.58,52.46,1.348,False,11
51.15,14.67,52.32,-0.337,False,11
4.88,14.75,47.57,-2.781,True,11
49.61,14.83,47.76,0.127,False,11
57.0,14.92,48.53,0.599,False,11
55.18,15.0,49.14,0.423,False,11
57.49,15.08,49.25,0.575,False,11
58.65,15.17,49.9,0.599,False,11
50.08,15.25,49.92,0.011,False,11
51.95,15.33,50.2,0.119,False,11
54.86,15.42,50.28,0.313,False,11
58.29,15.5,50.54,0.525,False,11
58.2,15.58,50.61,0.513,False,11
51.42,15.67,50.63,0.053,False,11
58.98,15.75,55.14,1.094,False,11
47.51,15.83,54.97,-1.937,False,11
52.63,15.92,54.6,-0.512,False,11
58.99,16.0,54.92,1.004,False,11
58.63,16.08,55.01,0.875,False,11
55.18,16.17,54.73,0.115,False,11
50.91,16.25,54.8,-0.999,False,11
48.2,16.33,54.48,-1.472,False,11
61.11,16.42,55.0,1.305,False,11
54.74,16.5,54.71,0.008,False,11
1.7,16.58,50.0,-3.049,True,11
58.0,16.67,50.55,0.465,False,11
51.45,16.75,49.92,0.097,False,11
59.55,16.83,50.93,0.539,False,11
56.9,16.92,51.28,0.349,False,11
54.06,17.0,50.87,0.2,False,11
196.96,17.08,62.4,2.976,True,11
57.96,17.17,62.63,-0.103,False,11
55.94,17.25,63.05,-0.158,False,11
48.1,17.33,63.04,-0.331,False,11
57.89,17.42,62.77,-0.108,False,11
53.12,17.5,62.63,-0.211,False,11
47.97,17.58,66.49,-0.449,False,11
52.2,17.67,66.01,-0.333,False,11
54.27,17.75,66.24,-0.29,False,11
64.66,17.83,66.67,-0.049,False,11
1.96,17.92,62.09,-1.327,True,11
51.37,18.0,61.87,-0.231,False,11
46.04,18.08,49.29,-0.206,False,11
55.65,18.17,49.1,0.418,False,11
45.16,18.25,48.2,-0.195,False,11
55.81,18.33,48.84,0.444,False,11
60.88,18.42,49.09,0.742,False,11
56.73,18.5,49.39,0.459,False,11
57.81,18.58,50.21,0.47,False,11
54.17,18.67,50.38,0.234,False,11
53.33,18.75,50.3,0.187,False,11
63.65,18.83,50.22,0.834,False,11
53.93,18.92,54.55,-0.115,False,11
50.71,19.0,54.49,-0.702,False,11
58.43,19.08,55.52,0.611,False,11
4.96,19.17,51.3,-3.018,True,11
56.22,19.25,52.22,0.262,False,11
58.35,19.33,52.43,0.386,False,11
56.36,19.42,52.06,0.284,False,11
61.1,19.5,52.42,0.565,False,11
63.77,19.58,52.92,0.694,False,11
295.32,19.67,73.01,3.099,True,11
56.77,19.75,73.3,-0.231,False,11
53.14,19.83,72.42,-0.268,False,11
55.65,19.92,72.57,-0.236,False,11
52.92,20.0,72.75,-0.276,False,11
55.3,20.08,72.49,-0.239,False,11
54.79,20.17,76.64,-0.317,False,11
52.11,20.25,76.3,-0.35,False,11
51.72,20.33,75.75,-0.347,False,11
48.65,20.42,75.11,-0.381,False,11
58.24,20.5,74.87,-0.239,False,11
54.55,20.58,74.1,-0.28,False,11
52.87,20.67,53.89,-0.402,False,11
56.64,20.75,53.88,1.085,False,11
53.01,20.83,53.87,-0.34,False,11
52.01,20.92,53.57,-0.618,False,11
58.99,21.0,54.07,1.664,False,11
237.69,21.08,69.27,3.171,True,11
52.84,21.17,69.11,-0.306,False,11
60.46,21.25,69.81,-0.176,False,11
244.9,21.33,85.9,2.188,True,11
58.15,21.42,86.7,-0.395,False,11
60.2,21.5,86.86,-0.369,False,11
56.93,21.58,87.06,-0.418,False,11
65.06,21.67,88.07,-0.321,False,11
59.75,21.75,88.33,-0.399,False,11
53.13,21.83,88.34,-0.492,False,11
59.27,21.92,88.95,-0.417,False,11
57.18,22.0,88.8,-0.443,False,11
52.88,22.08,73.39,-0.379,False,11
59.52,22.17,73.95,-0.268,False,11
60.02,22.25,73.91,-0.258,False,11
64.82,22.33,58.91,1.578,False,11
58.88,22.42,58.97,-0.022,False,11
62.61,22.5,59.17,0.889,False,11
60.51,22.58,59.47,0.273,False,11
57.11,22.67,58.81,-0.495,False,11
61.76,22.75,58.97,0.789,False,11
64.16,22.83,59.89,1.294,False,11
60.55,22.92,60.0,0.168,False,11
64.62,23.0,60.62,1.17,False,11
65.99,23.08,61.71,1.559,False,11
72.57,23.17,62.8,2.403,False,11
64.75,23.25,63.19,0.388,False,11
62.43,23.33,63.0,-0.143,False,11
62.33,23.42,63.28,-0.254,False,11
61.49,23.5,63.19,-0.447,False,11
66.64,23.58,63.7,0.77,False,11
53.98,23.67,63.44,-2.162,False,11
60.68,23.75,63.35,-0.603,False,11
68.09,23.83,63.68,0.953,False,11
60.87,23.92,63.7,-0.615,False,11
65.35,0.0,63.76,0.342,False,11
61.13,0.08,63.36,-0.481,False,11
61.81,0.17,62.46,-0.18,False,11
61.17,0.25,62.16,-0.28,False,11
64.99,0.33,62.38,0.717,False,11
67.86,0.42,62.84,1.263,False,11
70.94,0.5,63.62,1.599,False,11
67.45,0.58,63.69,0.812,False,11
64.74,0.67,64.59,0.044,False,11
1.52,0.75,59.66,-3.126,True,11
73.7,0.83,60.13,0.718,False,11
68.82,0.92,60.79,0.421,False,11
65.03,1.0,60.76,0.224,False,11
71.06,1.08,61.59,0.491,False,11
60.76,1.17,61.5,-0.039,False,11
65.09,1.25,61.83,0.169,False,11
64.16,1.33,61.76,0.124,False,11
63.13,1.42,61.37,0.092,False,11
66.25,1.5,60.98,0.277,False,11
72.77,1.58,61.42,0.589,False,11
73.08,1.67,62.11,0.561,False,11
68.38,1.75,67.69,0.161,False,11
63.47,1.83,66.83,-0.846,False,11
71.55,1.92,67.06,1.074,False,11
69.05,2.0,67.4,0.398,False,11
67.32,2.08,67.08,0.06,False,11
62.09,2.17,67.19,-1.336,False,11
71.11,2.25,67.7,0.872,False,11
64.86,2.33,67.75,-0.749,False,11
63.19,2.42,67.76,-1.185,False,11
64.77,2.5,67.64,-0.73,False,11
75.99,2.58,67.9,1.84,False,11
70.25,2.67,67.67,0.62,False,11
70.06,2.75,67.81,0.533,False,11
67.31,2.83,68.13,-0.206,False,11
68.35,2.92,67.86,0.128,False,11
68.49,3.0,67.82,0.175,False,11
70.31,3.08,68.06,0.576,False,11
61.36,3.17,68.0,-1.658,False,11
76.96,3.25,68.49,1.796,False,11
63.73,3.33,68.4,-0.973,False,11
68.46,3.42,68.84,-0.083,False,11
67.97,3.5,69.1,-0.261,False,11
73.91,3.58,68.93,1.221,False,11
66.56,3.67,68.62,-0.501,False,11
72.76,3.75,68.85,0.916,False,11
63.15,3.83,68.5,-1.173,False,11
62.36,3.92,68.0,-1.153,False,11
64.82,4.0,67.7,-0.577,False,11
71.29,4.08,67.78,0.699,False,11
64.86,4.17,68.07,-0.681,False,11
60.68,4.25,66.71,-1.421,False,11
67.41,4.33,67.02,0.093,False,11
68.05,4.42,66.99,0.257,False,11
53.48,4.5,65.78,-2.176,False,11
64.59,4.58,65.0,-0.082,False,11
74.15,4.67,65.63,1.497,False,11
63.7,4.75,64.88,-0.225,False,11
63.75,4.83,64.93,-0.225,False,11
3.56,4.92,60.03,-3.049,True,11
69.35,5.0,60.41,0.479,False,11
62.2,5.08,59.65,0.139,False,11
69.07,5.17,60.0,0.49,False,11
1.33,5.25,55.05,-2.142,True,11
63.7,5.33,54.74,0.359,False,11
63.06,5.42,54.33,0.353,False,11
65.3,5.5,55.31,0.4,False,11
60.11,5.58,54.94,0.208,False,11
60.7,5.67,53.82,0.285,False,11
69.64,5.75,54.31,0.627,False,11
59.68,5.83,53.98,0.235,False,11
56.19,5.92,58.36,-0.118,False,11
66.22,6.0,58.1,0.444,False,11
51.7,6.08,57.23,-0.301,False,11
65.41,6.17,56.92,0.468,False,11
60.73,6.25,61.87,-0.238,False,11
4.4,6.33,56.93,-3.051,True,11
58.7,6.42,56.57,0.125,False,11
65.64,6.5,56.59,0.528,False,11
66.09,6.58,57.09,0.519,False,11
65.74,6.67,57.51,0.471,False,11
62.33,6.75,56.9,0.316,False,11
72.82,6.83,58.0,0.835,False,11
63.14,6.92,58.58,0.256,False,11
53.9,7.0,57.55,-0.207,False,11
66.49,7.08,58.78,0.434,False,11
65.35,7.17,58.78,0.37,False,11
64.23,7.25,59.07,0.29,False,11
65.55,7.33,64.16,0.302,False,11
63.1,7.42,64.53,-0.334,False,11
53.28,7.5,63.5,-1.912,False,11
60.9,7.58,63.07,-0.408,False,11
66.99,7.67,63.17,0.709,False,11
72.01,7.75,63.98,1.35,False,11
64.21,7.83,63.26,0.18,False,11
54.71,7.92,62.56,-1.349,False,11
57.25,8.0,62.84,-1.029,False,11
59.42,8.08,62.25,-0.525,False,11
64.48,8.17,62.18,0.431,False,11
66.21,8.25,62.34,0.711,False,11
52.03,15.0,52.03,0.0,False,12
45.96,15.08,48.99,-0.707,False,12
49.41,15.17,49.13,0.091,False,12
38.8,15.25,46.55,-1.351,False,12
49.16,15.33,47.07,0.409,False,12
46.1,15.42,46.91,-0.177,False,12
43.33,15.5,46.4,-0.698,False,12
50.46,15.58,46.9,0.823,False,12
57.16,15.67,48.04,1.724,False,12
44.57,15.75,47.7,-0.613,False,12
50.65,15.83,47.97,0.544,False,12
55.16,15.92,48.56,1.285,False,12
44.96,16.0,47.98,-0.591,False,12
45.59,16.08,47.95,-0.459,False,12
49.44,16.17,47.95,0.291,False,12
54.02,16.25,49.22,1.068,False,12
49.82,16.33,49.27,0.122,False,12
48.68,16.42,49.49,-0.184,False,12
44.07,16.5,49.55,-1.272,False,12
55.66,16.58,49.98,1.221,False,12
49.87,16.67,49.37,0.121,False,12
52.71,16.75,50.05,0.688,False,12
53.25,16.83,50.27,0.749,False,12
47.22,16.92,49.61,-0.639,False,12
51.14,17.0,50.12,0.294,False,12
49.33,17.08,50.43,-0.348,False,12
45.29,17.17,50.09,-1.37,False,12
54.66,17.25,50.14,1.265,False,12
47.49,17.33,49.95,-0.673,False,12
59.24,17.42,50.83,1.872,False,12
45.89,17.5,50.98,-1.192,False,12
46.12,17.58,50.18,-0.966,False,12
49.11,17.67,50.12,-0.239,False,12
48.01,17.75,49.73,-0.413,False,12
54.87,17.83,49.86,1.159,False,12
54.28,17.92,50.45,0.867,False,12
52.74,18.0,50.59,0.484,False,12
54.73,18.08,51.04,0.806,False,12
43.05,18.17,50.85,-1.599,False,12
52.36,18.25,50.66,0.357,False,12
50.71,18.33,50.93,-0.047,False,12
45.45,18.42,49.78,-1.061,False,12
42.64,18.5,49.51,-1.541,False,12
51.47,18.58,49.95,0.348,False,12
48.94,18.67,49.94,-0.23,False,12
44.93,18.75,49.68,-1.04,False,12
49.57,18.83,49.24,0.078,False,12
50.02,18.92,48.88,0.287,False,12
42.78,19.0,48.05,-1.278,False,12
53.0,19.08,47.91,1.306,False,12
47.22,19.17,48.26,-0.289,False,12
52.79,19.25,48.29,1.233,False,12
56.51,19.33,48.78,1.791,False,12
54.17,19.42,49.5,1.051,False,12
56.7,19.5,50.67,1.395,False,12
51.44,19.58,50.67,0.179,False,12
47.77,19.67,50.58,-0.641,False,12
48.9,19.75,50.91,-0.496,False,12
54.51,19.83,51.32,0.77,False,12
50.73,19.92,51.38,-0.157,False,12
52.13,20.0,52.16,-0.009,False,12
51.45,20.08,52.03,-0.184,False,12
50.56,20.17,52.31,-0.628,False,12
45.69,20.25,51.71,-1.793,False,12
47.77,20.33,50.99,-1.016,False,12
56.97,20.42,51.22,1.639,False,12
54.56,20.5,51.04,1.083,False,12
56.92,20.58,51.5,1.479,False,12
53.27,20.67,51.95,0.376,False,12
51.54,20.75,52.17,-0.188,False,12
54.89,20.83,52.21,0.791,False,12
52.83,20.92,52.38,0.134,False,12
51.6,21.0,52.34,-0.219,False,12
53.77,21.08,52.53,0.367,False,12
43.91,21.17,51.98,-1.927,False,12
